tecnologia,provincia,paraje,pueblo_originario,licitacion,geom,geojson
"Fotovoltaico,SANTA FE,,,LPN 7/2021,0101000020E61000005C8FC2F5285C4EC05F268A90BA2340C0,""{""""type"""":""""Point"""",""""coordinates"""":[-60.72,-32.279131]}"""
"Fotovoltaico,SANTA FE,,,LPN 7/2021,0101000020E61000005C8FC2F5285C4EC05F268A90BA2340C0,""{""""type"""":""""Point"""",""""coordinates"""":[-60.72,-32.279131]}"""
"Fotovoltaico,TUCUMAN,,,LPN 7/2021,0101000020E6100000037AE1CE857A50C09885764EB3543BC0,""{""""type"""":""""Point"""",""""coordinates"""":[-65.914417,-27.330861]}"""
"Fotovoltaico,TUCUMAN,,,LPN 7/2021,0101000020E6100000037AE1CE857A50C09885764EB3543BC0,""{""""type"""":""""Point"""",""""coordinates"""":[-65.914417,-27.330861]}"""
"Fotovoltaico,TUCUMAN,,,LPN 7/2021,0101000020E6100000037AE1CE857A50C09885764EB3543BC0,""{""""type"""":""""Point"""",""""coordinates"""":[-65.914417,-27.330861]}"""
"Fotovoltaico,TUCUMAN,,,LPN 7/2021,0101000020E6100000037AE1CE857A50C09885764EB3543BC0,""{""""type"""":""""Point"""",""""coordinates"""":[-65.914417,-27.330861]}"""
"Fotovoltaico,ENTRE RIOS,,,LPN 7/2021,0101000020E6100000D2C3D0EAE4424EC0942F682101B73FC0,""{""""type"""":""""Point"""",""""coordinates"""":[-60.522611,-31.714861]}"""
"Fotovoltaico,ENTRE RIOS,,,LPN 7/2021,0101000020E6100000C7D9740470F34CC0AEF204C24E113FC0,""{""""type"""":""""Point"""",""""coordinates"""":[-57.901856,-31.067608]}"""
"Fotovoltaico,LA RIOJA,,,LPN 7/2021,0101000020E610000048E17A14AEFB50C0176CC1166CE13DC0,""{""""type"""":""""Point"""",""""coordinates"""":[-67.9325,-29.8805555555556]}"""
"Fotovoltaico,LA RIOJA,,,LPN 7/2021,0101000020E610000048E17A14AEFB50C0176CC1166CE13DC0,""{""""type"""":""""Point"""",""""coordinates"""":[-67.9325,-29.8805555555556]}"""
"Fotovoltaico,CORDOBA,,,LPN 7/2021,0101000020E6100000ABAAAAAAAA2A50C0ABAAAAAAAAAA3FC0,""{""""type"""":""""Point"""",""""coordinates"""":[-64.6666666666667,-31.6666666666667]}"""
"Fotovoltaico,CORDOBA,,,LPN 7/2021,0101000020E6100000ABAAAAAAAA2A50C0ABAAAAAAAAAA3FC0,""{""""type"""":""""Point"""",""""coordinates"""":[-64.6666666666667,-31.6666666666667]}"""
"Fotovoltaico,CORDOBA,,,LPN 7/2021,0101000020E6100000ABAAAAAAAA2A50C0ABAAAAAAAAAA3FC0,""{""""type"""":""""Point"""",""""coordinates"""":[-64.6666666666667,-31.6666666666667]}"""
"Fotovoltaico,CORDOBA,,,LPN 7/2021,0101000020E6100000ABAAAAAAAA2A50C0ABAAAAAAAAAA3FC0,""{""""type"""":""""Point"""",""""coordinates"""":[-64.6666666666667,-31.6666666666667]}"""
"Fotovoltaico,TUCUMAN,,,LPN 7/2021,0101000020E6100000039D36D0698750C0287DD2277D923AC0,""{""""type"""":""""Point"""",""""coordinates"""":[-66.1158333333333,-26.5722222222222]}"""
"Fotovoltaico,TUCUMAN,,,LPN 7/2021,0101000020E6100000039D36D0698750C0287DD2277D923AC0,""{""""type"""":""""Point"""",""""coordinates"""":[-66.1158333333333,-26.5722222222222]}"""
